Airport Name,Flight Date,Origin State,year
INDIANAPOLIS INTERNATIONAL,1992-08-18,Indiana,1992
NEW ORLEANS INTERNATIONAL,1992-08-19,Louisiana,1992
BARKSDALE AIR FORCE BASE AIRPORT,1992-08-19,Louisiana,1992
CHICAGO O'HARE INTERNATIONAL AIRPORT,1992-08-19,Illinois,1992
CHICAGO O'HARE INTERNATIONAL AIRPORT,1992-08-20,Illinois,1992
LOGAN INTERNATIONAL,1992-08-20,Massachusetts,1992
PORTLAND INTERNATIONAL (OR),1992-08-20,Oregon,1992
DALLAS/FORT WORTH INTERNATIONAL AIRPORT,1992-08-20,Texas,1992
SAN ANTONIO INTERNATIONAL,1992-08-20,Texas,1992
LOUISVILLE INTERNATIONAL AIRPORT,1992-08-21,Kentucky,1992
BARKSDALE AIR FORCE BASE AIRPORT,1992-08-21,Louisiana,1992
WILL ROGERS WORLD AIRPORT,1992-08-21,Oklahoma,1992
BARKSDALE AIR FORCE BASE AIRPORT,1992-08-22,Louisiana,1992
JOHN F KENNEDY INTERNATIONAL,1992-08-22,New York,1992
CINCINNATI/NORTHERN KENTUCKY INTERNATIONAL AIRPORT,1992-08-22,Kentucky,1992
EPPLEY AIRFIELD,1992-08-24,Nebraska,1992
INDIANAPOLIS INTERNATIONAL,1992-08-24,Indiana,1992
NASHVILLE INTERNATIONAL,1992-08-25,Tennessee,1992
NASHVILLE INTERNATIONAL,1992-08-25,Tennessee,1992
MINNEAPOLIS-ST PAUL INTERNATIONAL,1992-08-26,Minnesota,1992
BARKSDALE AIR FORCE BASE AIRPORT,1992-08-26,Louisiana,1992
CHICAGO O'HARE INTERNATIONAL AIRPORT,1992-08-26,Illinois,1992
LAGUARDIA NY,1992-08-26,New York,1992
LAGUARDIA NY,1992-08-26,New York,1992
KANSAS CITY INTERNATIONAL,1992-08-27,Missouri,1992
BARKSDALE AIR FORCE BASE AIRPORT,1992-08-27,Louisiana,1992
DALLAS/FORT WORTH INTERNATIONAL AIRPORT,1992-08-27,Texas,1992
KANSAS CITY INTERNATIONAL,1992-08-27,Missouri,1992
SALT LAKE CITY INTERNATIONAL,1992-08-27,Utah,1992
CHICAGO MIDWAY INTERNATIONAL AIRPORT,1992-08-28,Illinois,1992
FORT LAUDERDALE/HOLLYWOOD INTERNATIONAL,1992-08-28,Florida,1992
BARKSDALE AIR FORCE BASE AIRPORT,1992-08-28,Louisiana,1992
CHICAGO O'HARE INTERNATIONAL AIRPORT,1992-08-28,Illinois,1992
BALTIMORE WASH INTERNATIONAL,1992-08-28,Maryland,1992
KANSAS CITY INTERNATIONAL,1992-08-28,Missouri,1992
LOUISVILLE INTERNATIONAL AIRPORT,1992-08-28,Kentucky,1992
KANSAS CITY INTERNATIONAL,1992-08-29,Missouri,1992
CHICAGO O'HARE INTERNATIONAL AIRPORT,1992-08-30,Illinois,1992
GREATER PITTSBURGH,1992-08-30,Pennsylvania,1992
GREATER PITTSBURGH,1992-08-30,Pennsylvania,1992
GREATER PITTSBURGH,1992-08-30,Pennsylvania,1992
CHICAGO O'HARE INTERNATIONAL AIRPORT,1992-08-30,Illinois,1992
NEW ORLEANS INTERNATIONAL,1992-08-31,Louisiana,1992
ATLANTA INTERNATIONAL,1992-08-31,Georgia,1992
CHICAGO O'HARE INTERNATIONAL AIRPORT,1992-08-31,Illinois,1992
RONALD REAGAN WASHINGTON NATL,1992-09-01,DC,1992
BARKSDALE AIR FORCE BASE AIRPORT,1992-09-01,Louisiana,1992
LOGAN INTERNATIONAL,1992-09-02,Massachusetts,1992
CHICAGO O'HARE INTERNATIONAL AIRPORT,1992-09-02,Illinois,1992
CHARLOTTE/DOUGLAS INTERNATIONAL AIRPORT,1992-09-02,North Carolina,1992
JOHN F KENNEDY INTERNATIONAL,1992-09-02,New York,1992
CHICAGO O'HARE INTERNATIONAL AIRPORT,1992-09-03,Illinois,1992
HOUSTON-HOBBY,1992-09-03,Texas,1992
NASHVILLE INTERNATIONAL,1992-09-04,Tennessee,1992
LAGUARDIA NY,1992-09-04,New York,1992
DALLAS/FORT WORTH INTERNATIONAL AIRPORT,1992-09-04,Texas,1992
AUSTIN-BERGSTROM INTERNATIONAL,1992-09-04,Texas,1992
LAMBERT-ST LOUIS INTERNATIONAL,1992-09-04,Missouri,1992
WASHINGTON DULLES INTERNATIONAL AIRPORT,1992-09-05,DC,1992
CHICAGO O'HARE INTERNATIONAL AIRPORT,1992-09-06,Illinois,1992
PHILADELPHIA INTERNATIONAL,1992-09-06,Pennsylvania,1992
BARKSDALE AIR FORCE BASE AIRPORT,1992-09-07,Louisiana,1992
BALTIMORE WASH INTERNATIONAL,1992-09-07,Maryland,1992
CINCINNATI/NORTHERN KENTUCKY INTERNATIONAL AIRPORT,1992-09-07,Kentucky,1992
BARKSDALE AIR FORCE BASE AIRPORT,1992-09-08,Louisiana,1992
CHICAGO O'HARE INTERNATIONAL AIRPORT,1992-09-08,Illinois,1992
MEMPHIS INTERNATIONAL,1992-09-08,Tennessee,1992
CINCINNATI/NORTHERN KENTUCKY INTERNATIONAL AIRPORT,1992-09-09,Kentucky,1992
DALLAS/FORT WORTH INTERNATIONAL AIRPORT,1992-09-09,Texas,1992
HONOLULU INTERNATIONAL AIRPORT,1992-09-09,Hawaii,1992
LOUISVILLE INTERNATIONAL AIRPORT,1992-09-09,Kentucky,1992
MINNEAPOLIS-ST PAUL INTERNATIONAL,1992-09-10,Minnesota,1992
CHICAGO O'HARE INTERNATIONAL AIRPORT,1992-09-10,Illinois,1992
BARKSDALE AIR FORCE BASE AIRPORT,1992-09-10,Louisiana,1992
DALLAS/FORT WORTH INTERNATIONAL AIRPORT,1992-09-10,Texas,1992
DALLAS/FORT WORTH INTERNATIONAL AIRPORT,1992-09-10,Texas,1992
DALLAS/FORT WORTH INTERNATIONAL AIRPORT,1992-09-10,Texas,1992
LOUISVILLE INTERNATIONAL AIRPORT,1992-09-10,Kentucky,1992
NEWARK LIBERTY INTERNATIONAL AIRPORT,1992-09-11,New Jersey,1992
NEWARK LIBERTY INTERNATIONAL AIRPORT,1992-09-11,New Jersey,1992
NEWARK LIBERTY INTERNATIONAL AIRPORT,1992-09-11,New Jersey,1992
NEWARK LIBERTY INTERNATIONAL AIRPORT,1992-09-11,New Jersey,1992
DALLAS/FORT WORTH INTERNATIONAL AIRPORT,1992-09-11,Texas,1992
GREATER PITTSBURGH,1992-09-12,Pennsylvania,1992
NASHVILLE INTERNATIONAL,1992-09-12,Tennessee,1992
SAN FRANCISCO INTERNATIONAL AIRPORT,1992-09-13,California,1992
RONALD REAGAN WASHINGTON NATL,1992-09-13,DC,1992
DALLAS/FORT WORTH INTERNATIONAL AIRPORT,1992-09-13,Texas,1992
SALT LAKE CITY INTERNATIONAL,1992-09-15,Utah,1992
CHICAGO O'HARE INTERNATIONAL AIRPORT,1992-09-16,Illinois,1992
CHICAGO O'HARE INTERNATIONAL AIRPORT,1992-09-17,Illinois,1992
CHICAGO O'HARE INTERNATIONAL AIRPORT,1992-09-17,Illinois,1992
METRO OAKLAND INTERNATIONAL,1992-09-17,California,1992
FORT LAUDERDALE/HOLLYWOOD INTERNATIONAL,1992-09-17,Florida,1992
EPPLEY AIRFIELD,1992-09-18,Nebraska,1992
BARKSDALE AIR FORCE BASE AIRPORT,1992-09-19,Louisiana,1992
BARKSDALE AIR FORCE BASE AIRPORT,1992-09-19,Louisiana,1992
DALLAS/FORT WORTH INTERNATIONAL AIRPORT,1992-09-19,Texas,1992
BARKSDALE AIR FORCE BASE AIRPORT,1992-09-20,Louisiana,1992
RONALD REAGAN WASHINGTON NATL,1992-09-20,DC,1992
CHARLOTTE/DOUGLAS INTERNATIONAL AIRPORT,1992-09-20,North Carolina,1992
CINCINNATI/NORTHERN KENTUCKY INTERNATIONAL AIRPORT,1992-09-20,Kentucky,1992
LOUISVILLE INTERNATIONAL AIRPORT,1992-09-22,Kentucky,1992
BARKSDALE AIR FORCE BASE AIRPORT,1992-09-22,Louisiana,1992
BARKSDALE AIR FORCE BASE AIRPORT,1992-09-22,Louisiana,1992
DALLAS/FORT WORTH INTERNATIONAL AIRPORT,1992-09-22,Texas,1992
CHICAGO O'HARE INTERNATIONAL AIRPORT,1992-09-22,Illinois,1992
NASHVILLE INTERNATIONAL,1992-09-23,Tennessee,1992
NASHVILLE INTERNATIONAL,1992-09-23,Tennessee,1992
BARKSDALE AIR FORCE BASE AIRPORT,1992-09-23,Louisiana,1992
BARKSDALE AIR FORCE BASE AIRPORT,1992-09-23,Louisiana,1992
GEORGE BUSH INTERCONTINENTAL,1992-09-23,Texas,1992
MEMPHIS INTERNATIONAL,1992-09-23,Tennessee,1992
GEORGE BUSH INTERCONTINENTAL,1992-09-23,Texas,1992
DALLAS/FORT WORTH INTERNATIONAL AIRPORT,1992-09-24,Texas,1992
LOUISVILLE INTERNATIONAL AIRPORT,1992-09-24,Kentucky,1992
EPPLEY AIRFIELD,1992-09-24,Nebraska,1992
EPPLEY AIRFIELD,1992-09-24,Nebraska,1992
CINCINNATI/NORTHERN KENTUCKY INTERNATIONAL AIRPORT,1992-09-25,Kentucky,1992
DALLAS/FORT WORTH INTERNATIONAL AIRPORT,1992-09-26,Texas,1992
SALT LAKE CITY INTERNATIONAL,1992-09-26,Utah,1992
INDIANAPOLIS INTERNATIONAL,1992-09-27,Indiana,1992
CHICAGO O'HARE INTERNATIONAL AIRPORT,1992-09-27,Illinois,1992
NASHVILLE INTERNATIONAL,1992-09-27,Tennessee,1992
AUSTIN-BERGSTROM INTERNATIONAL,1992-09-27,Texas,1992
CHICAGO O'HARE INTERNATIONAL AIRPORT,1992-09-28,Illinois,1992
LAMBERT-ST LOUIS INTERNATIONAL,1992-09-28,Missouri,1992
NASHVILLE INTERNATIONAL,1992-09-28,Tennessee,1992
NEWARK LIBERTY INTERNATIONAL AIRPORT,1992-09-28,New Jersey,1992
CHICAGO O'HARE INTERNATIONAL AIRPORT,1992-09-28,Illinois,1992
ATLANTA INTERNATIONAL,1992-09-29,Georgia,1992
DALLAS/FORT WORTH INTERNATIONAL AIRPORT,1992-09-29,Texas,1992
DALLAS/FORT WORTH INTERNATIONAL AIRPORT,1992-09-29,Texas,1992
BARKSDALE AIR FORCE BASE AIRPORT,1992-09-30,Louisiana,1992
MINNEAPOLIS-ST PAUL INTERNATIONAL,1992-10-01,Minnesota,1992
ORLANDO INTERNATIONAL,1992-10-01,Florida,1992
RONALD REAGAN WASHINGTON NATL,1992-10-02,DC,1992
DALLAS/FORT WORTH INTERNATIONAL AIRPORT,1992-10-02,Texas,1992
AUSTIN-BERGSTROM INTERNATIONAL,1992-10-02,Texas,1992
PORTLAND INTERNATIONAL (OR),1992-10-03,Oregon,1992
DALLAS/FORT WORTH INTERNATIONAL AIRPORT,1992-10-03,Texas,1992
CHICAGO O'HARE INTERNATIONAL AIRPORT,1992-10-04,Illinois,1992
DALLAS/FORT WORTH INTERNATIONAL AIRPORT,1992-10-04,Texas,1992
SAN ANTONIO INTERNATIONAL,1992-10-04,Texas,1992
SALT LAKE CITY INTERNATIONAL,1992-10-05,Utah,1992
BARKSDALE AIR FORCE BASE AIRPORT,1992-10-05,Louisiana,1992
CHARLOTTE/DOUGLAS INTERNATIONAL AIRPORT,1992-10-05,North Carolina,1992
NASHVILLE INTERNATIONAL,1992-10-05,Tennessee,1992
SALT LAKE CITY INTERNATIONAL,1992-10-05,Utah,1992
DALLAS/FORT WORTH INTERNATIONAL AIRPORT,1992-10-05,Texas,1992
CINCINNATI/NORTHERN KENTUCKY INTERNATIONAL AIRPORT,1992-10-05,Kentucky,1992
GREATER PITTSBURGH,1992-10-05,Pennsylvania,1992
METRO OAKLAND INTERNATIONAL,1992-10-06,California,1992
BARKSDALE AIR FORCE BASE AIRPORT,1992-10-06,Louisiana,1992
BARKSDALE AIR FORCE BASE AIRPORT,1992-10-06,Louisiana,1992
JOHN F KENNEDY INTERNATIONAL,1992-10-06,New York,1992
SALT LAKE CITY INTERNATIONAL,1992-10-06,Utah,1992
NASHVILLE INTERNATIONAL,1992-10-06,Tennessee,1992
CHARLESTON AFB/INTL AIRPORT,1992-10-07,South Carolina,1992
GREATER PITTSBURGH,1992-10-08,Pennsylvania,1992
DALLAS/FORT WORTH INTERNATIONAL AIRPORT,1992-10-08,Texas,1992
LOS ANGELES INTERNATIONAL,1992-10-08,California,1992
SAN ANTONIO INTERNATIONAL,1992-10-08,Texas,1992
HONOLULU INTERNATIONAL AIRPORT,1992-10-09,Hawaii,1992
CINCINNATI/NORTHERN KENTUCKY INTERNATIONAL AIRPORT,1992-10-09,Kentucky,1992
ATLANTA INTERNATIONAL,1992-10-09,Georgia,1992
MINNEAPOLIS-ST PAUL INTERNATIONAL,1992-10-09,Minnesota,1992
DALLAS/FORT WORTH INTERNATIONAL AIRPORT,1992-10-10,Texas,1992
DALLAS/FORT WORTH INTERNATIONAL AIRPORT,1992-10-11,Texas,1992
DALLAS/FORT WORTH INTERNATIONAL AIRPORT,1992-10-11,Texas,1992
CHICAGO O'HARE INTERNATIONAL AIRPORT,1992-10-11,Illinois,1992
NASHVILLE INTERNATIONAL,1992-10-11,Tennessee,1992
CINCINNATI/NORTHERN KENTUCKY INTERNATIONAL AIRPORT,1992-10-12,Kentucky,1992
SAN ANTONIO INTERNATIONAL,1992-10-12,Texas,1992
LAGUARDIA NY,1992-10-13,New York,1992
HOUSTON-HOBBY,1992-10-13,Texas,1992
MEMPHIS INTERNATIONAL,1992-10-13,Tennessee,1992
CINCINNATI/NORTHERN KENTUCKY INTERNATIONAL AIRPORT,1992-10-14,Kentucky,1992
CHICAGO O'HARE INTERNATIONAL AIRPORT,1992-10-15,Illinois,1992
NASHVILLE INTERNATIONAL,1992-10-15,Tennessee,1992
CHICAGO O'HARE INTERNATIONAL AIRPORT,1992-10-16,Illinois,1992
BARKSDALE AIR FORCE BASE AIRPORT,1992-10-16,Louisiana,1992
DALLAS/FORT WORTH INTERNATIONAL AIRPORT,1992-10-16,Texas,1992
ATLANTIC CITY INTERNATIONAL,1992-10-16,New Jersey,1992
DALLAS/FORT WORTH INTERNATIONAL AIRPORT,1992-10-16,Texas,1992
SAN ANTONIO INTERNATIONAL,1992-10-17,Texas,1992
JOHN F KENNEDY INTERNATIONAL,1992-10-17,New York,1992
JOHN F KENNEDY INTERNATIONAL,1992-10-17,New York,1992
DALLAS/FORT WORTH INTERNATIONAL AIRPORT,1992-10-18,Texas,1992
DALLAS/FORT WORTH INTERNATIONAL AIRPORT,1992-10-18,Texas,1992
DALLAS/FORT WORTH INTERNATIONAL AIRPORT,1992-10-19,Texas,1992
BARKSDALE AIR FORCE BASE AIRPORT,1992-10-19,Louisiana,1992
LIHUE AIRPORT,1992-10-19,Hawaii,1992
LIHUE AIRPORT,1992-10-20,Hawaii,1992
LAGUARDIA NY,1992-10-21,New York,1992
BARKSDALE AIR FORCE BASE AIRPORT,1992-10-21,Louisiana,1992
GREATER PITTSBURGH,1992-10-22,Pennsylvania,1992
LOUISVILLE INTERNATIONAL AIRPORT,1992-10-22,Kentucky,1992
LAGUARDIA NY,1992-10-22,New York,1992
GREATER PITTSBURGH,1992-10-22,Pennsylvania,1992
CHARLOTTE/DOUGLAS INTERNATIONAL AIRPORT,1992-10-22,North Carolina,1992
NEWARK LIBERTY INTERNATIONAL AIRPORT,1992-10-22,New Jersey,1992
JOHN F KENNEDY INTERNATIONAL,1992-10-24,New York,1992
PHILADELPHIA INTERNATIONAL,1992-10-24,Pennsylvania,1992
NEW ORLEANS INTERNATIONAL,1992-10-24,Louisiana,1992
GREATER PITTSBURGH,1992-10-25,Pennsylvania,1992
JOHN F KENNEDY INTERNATIONAL,1992-10-26,New York,1992
NEWARK LIBERTY INTERNATIONAL AIRPORT,1992-10-26,New Jersey,1992
INDIANAPOLIS INTERNATIONAL,1992-10-26,Indiana,1992
BARKSDALE AIR FORCE BASE AIRPORT,1992-10-26,Louisiana,1992
DALLAS/FORT WORTH INTERNATIONAL AIRPORT,1992-10-27,Texas,1992
BARKSDALE AIR FORCE BASE AIRPORT,1992-10-27,Louisiana,1992
CINCINNATI/NORTHERN KENTUCKY INTERNATIONAL AIRPORT,1992-10-27,Kentucky,1992
JOHN F KENNEDY INTERNATIONAL,1992-10-27,New York,1992
MEMPHIS INTERNATIONAL,1992-10-28,Tennessee,1992
NASHVILLE INTERNATIONAL,1992-10-28,Tennessee,1992
GEORGE BUSH INTERCONTINENTAL,1992-10-30,Texas,1992
SACRAMENTO INTERNATIONAL,1992-10-31,California,1992
HONOLULU INTERNATIONAL AIRPORT,1992-10-31,Hawaii,1992
FORT LAUDERDALE/HOLLYWOOD INTERNATIONAL,1992-10-31,Florida,1992
PHILADELPHIA INTERNATIONAL,1992-10-31,Pennsylvania,1992
MINETA SAN JOSE INTERNATIONAL,1992-10-31,California,1992
NEWARK LIBERTY INTERNATIONAL AIRPORT,1992-11-01,New Jersey,1992
BALTIMORE WASH INTERNATIONAL,1992-11-03,Maryland,1992
BALTIMORE WASH INTERNATIONAL,1992-11-03,Maryland,1992
BALTIMORE WASH INTERNATIONAL,1992-11-03,Maryland,1992
LAGUARDIA NY,1992-11-04,New York,1992
CHICAGO O'HARE INTERNATIONAL AIRPORT,1992-11-04,Illinois,1992
SACRAMENTO INTERNATIONAL,1992-11-05,California,1992
WASHINGTON DULLES INTERNATIONAL AIRPORT,1992-11-06,DC,1992
ORLANDO INTERNATIONAL,1992-11-06,Florida,1992
PHILADELPHIA INTERNATIONAL,1992-11-07,Pennsylvania,1992
DALLAS/FORT WORTH INTERNATIONAL AIRPORT,1992-11-09,Texas,1992
NASHVILLE INTERNATIONAL,1992-11-09,Tennessee,1992
SALT LAKE CITY INTERNATIONAL,1992-11-10,Utah,1992
SALT LAKE CITY INTERNATIONAL,1992-11-10,Utah,1992
ORLANDO INTERNATIONAL,1992-11-11,Florida,1992
CHARLESTON AFB/INTL AIRPORT,1992-11-12,South Carolina,1992
BARKSDALE AIR FORCE BASE AIRPORT,1992-11-12,Louisiana,1992
MINNEAPOLIS-ST PAUL INTERNATIONAL,1992-11-15,Minnesota,1992
BALTIMORE WASH INTERNATIONAL,1992-11-15,Maryland,1992
LAGUARDIA NY,1992-11-15,New York,1992
HONOLULU INTERNATIONAL AIRPORT,1992-11-19,Hawaii,1992
WILL ROGERS WORLD AIRPORT,1992-11-20,Oklahoma,1992
HOUSTON-HOBBY,1992-11-20,Texas,1992
DALLAS/FORT WORTH INTERNATIONAL AIRPORT,1992-11-21,Texas,1992
RONALD REAGAN WASHINGTON NATL,1992-11-23,DC,1992
CHICAGO O'HARE INTERNATIONAL AIRPORT,1992-11-24,Illinois,1992
RONALD REAGAN WASHINGTON NATL,1992-11-26,DC,1992
JOHN F KENNEDY INTERNATIONAL,1992-11-26,New York,1992
CHARLOTTE/DOUGLAS INTERNATIONAL AIRPORT,1992-11-26,North Carolina,1992
DALLAS/FORT WORTH INTERNATIONAL AIRPORT,1992-11-28,Texas,1992
LAGUARDIA NY,1992-11-29,New York,1992
PORT COLUMBUS INTERNATIONAL,1992-11-29,Ohio,1992
DALLAS/FORT WORTH INTERNATIONAL AIRPORT,1992-11-30,Texas,1992
DALLAS/FORT WORTH INTERNATIONAL AIRPORT,1992-11-30,Texas,1992
LIHUE AIRPORT,1992-11-30,Hawaii,1992
BARKSDALE AIR FORCE BASE AIRPORT,1992-12-01,Louisiana,1992
AUSTIN-BERGSTROM INTERNATIONAL,1992-12-01,Texas,1992
SEATTLE-TACOMA INTERNATIONAL,1992-12-01,Washington,1992
NASHVILLE INTERNATIONAL,1992-12-01,Tennessee,1992
LOUISVILLE INTERNATIONAL AIRPORT,1992-12-03,Kentucky,1992
SAN FRANCISCO INTERNATIONAL AIRPORT,1992-12-04,California,1992
CHARLESTON AFB/INTL AIRPORT,1992-12-04,South Carolina,1992
DALLAS/FORT WORTH INTERNATIONAL AIRPORT,1992-12-05,Texas,1992
PHILADELPHIA INTERNATIONAL,1992-12-15,Pennsylvania,1992
DALLAS/FORT WORTH INTERNATIONAL AIRPORT,1992-12-16,Texas,1992
NEW ORLEANS INTERNATIONAL,1992-12-18,Louisiana,1992
LOGAN INTERNATIONAL,1992-12-18,Massachusetts,1992
DALLAS/FORT WORTH INTERNATIONAL AIRPORT,1992-12-18,Texas,1992
HONOLULU INTERNATIONAL AIRPORT,1992-12-19,Hawaii,1992
SAN FRANCISCO INTERNATIONAL AIRPORT,1992-12-20,California,1992
DALLAS/FORT WORTH INTERNATIONAL AIRPORT,1992-12-21,Texas,1992
ORLANDO INTERNATIONAL,1992-12-22,Florida,1992
DALLAS/FORT WORTH INTERNATIONAL AIRPORT,1992-12-22,Texas,1992
ORLANDO INTERNATIONAL,1992-12-22,Florida,1992
DALLAS/FORT WORTH INTERNATIONAL AIRPORT,1992-12-23,Texas,1992
LAGUARDIA NY,1992-12-27,New York,1992
NEW ORLEANS INTERNATIONAL,1992-12-27,Louisiana,1992
RONALD REAGAN WASHINGTON NATL,1992-12-28,DC,1992
SAN FRANCISCO INTERNATIONAL AIRPORT,1992-12-28,California,1992
SACRAMENTO INTERNATIONAL,1993-01-02,California,1993
DALLAS/FORT WORTH INTERNATIONAL AIRPORT,1993-01-05,Texas,1993
SACRAMENTO INTERNATIONAL,1993-01-09,California,1993
ORLANDO INTERNATIONAL,1993-01-10,Florida,1993
MINETA SAN JOSE INTERNATIONAL,1993-01-10,California,1993
WASHINGTON DULLES INTERNATIONAL AIRPORT,1993-01-11,DC,1993
LAMBERT-ST LOUIS INTERNATIONAL,1993-01-11,Missouri,1993
LAMBERT-ST LOUIS INTERNATIONAL,1993-01-12,Missouri,1993
LAGUARDIA NY,1993-01-20,New York,1993
LIHUE AIRPORT,1993-01-20,Hawaii,1993
DALLAS/FORT WORTH INTERNATIONAL AIRPORT,1993-01-20,Texas,1993
NASHVILLE INTERNATIONAL,1993-01-21,Tennessee,1993
LIHUE AIRPORT,1993-01-24,Hawaii,1993
CHICAGO O'HARE INTERNATIONAL AIRPORT,1993-01-25,Illinois,1993
NEW ORLEANS INTERNATIONAL,1993-01-25,Louisiana,1993
SACRAMENTO INTERNATIONAL,1993-01-26,California,1993
LIHUE AIRPORT,1993-01-27,Hawaii,1993
HOUSTON-HOBBY,1993-01-28,Texas,1993
MINETA SAN JOSE INTERNATIONAL,1993-01-29,California,1993
DALLAS/FORT WORTH INTERNATIONAL AIRPORT,1993-02-02,Texas,1993
DALLAS/FORT WORTH INTERNATIONAL AIRPORT,1993-02-03,Texas,1993
HONOLULU INTERNATIONAL AIRPORT,1993-02-03,Hawaii,1993
MINETA SAN JOSE INTERNATIONAL,1993-02-07,California,1993
SACRAMENTO INTERNATIONAL,1993-02-08,California,1993
SACRAMENTO INTERNATIONAL,1993-02-09,California,1993
METRO OAKLAND INTERNATIONAL,1993-02-10,California,1993
GEORGE BUSH INTERCONTINENTAL,1993-02-11,Texas,1993
GEORGE BUSH INTERCONTINENTAL,1993-02-12,Texas,1993
DALLAS/FORT WORTH INTERNATIONAL AIRPORT,1993-02-15,Texas,1993
LIHUE AIRPORT,1993-02-17,Hawaii,1993
FORT LAUDERDALE/HOLLYWOOD INTERNATIONAL,1993-02-23,Florida,1993
DALLAS/FORT WORTH INTERNATIONAL AIRPORT,1993-02-23,Texas,1993
LOUISVILLE INTERNATIONAL AIRPORT,1993-02-23,Kentucky,1993
CHICAGO O'HARE INTERNATIONAL AIRPORT,1993-02-25,Illinois,1993
NEW ORLEANS INTERNATIONAL,1993-02-25,Louisiana,1993
ORLANDO INTERNATIONAL,1993-02-27,Florida,1993
AUSTIN-BERGSTROM INTERNATIONAL,1993-03-01,Texas,1993
MEMPHIS INTERNATIONAL,1993-03-03,Tennessee,1993
MEMPHIS INTERNATIONAL,1993-03-09,Tennessee,1993
NEW ORLEANS INTERNATIONAL,1993-03-10,Louisiana,1993
AUSTIN-BERGSTROM INTERNATIONAL,1993-03-10,Texas,1993
MINNEAPOLIS-ST PAUL INTERNATIONAL,1993-03-11,Minnesota,1993
MINETA SAN JOSE INTERNATIONAL,1993-03-11,California,1993
CHARLOTTE/DOUGLAS INTERNATIONAL AIRPORT,1993-03-16,North Carolina,1993
INDIANAPOLIS INTERNATIONAL,1993-03-18,Indiana,1993
DALLAS/FORT WORTH INTERNATIONAL AIRPORT,1993-03-20,Texas,1993
NASHVILLE INTERNATIONAL,1993-03-21,Tennessee,1993
PHOENIX SKY HARBOR,1993-03-23,Arizona,1993
DALLAS/FORT WORTH INTERNATIONAL AIRPORT,1993-03-23,Texas,1993
GEORGE BUSH INTERCONTINENTAL,1993-03-25,Texas,1993
WASHINGTON DULLES INTERNATIONAL AIRPORT,1993-03-25,DC,1993
SAN FRANCISCO INTERNATIONAL AIRPORT,1993-03-25,California,1993
NEWARK LIBERTY INTERNATIONAL AIRPORT,1993-03-26,New Jersey,1993
HOUSTON-HOBBY,1993-03-29,Texas,1993
SAN ANTONIO INTERNATIONAL,1993-03-29,Texas,1993
SACRAMENTO INTERNATIONAL,1993-03-30,California,1993
CHICAGO O'HARE INTERNATIONAL AIRPORT,1993-03-30,Illinois,1993
WASHINGTON DULLES INTERNATIONAL AIRPORT,1993-03-30,DC,1993
CINCINNATI/NORTHERN KENTUCKY INTERNATIONAL AIRPORT,1993-03-30,Kentucky,1993
RONALD REAGAN WASHINGTON NATL,1993-03-31,DC,1993
DETROIT METRO WAYNE COUNTY AIRPORT,1993-03-31,Michigan,1993
FORT LAUDERDALE/HOLLYWOOD INTERNATIONAL,1993-04-01,Florida,1993
SACRAMENTO INTERNATIONAL,1993-04-01,California,1993
SALT LAKE CITY INTERNATIONAL,1993-04-01,Utah,1993
HONOLULU INTERNATIONAL AIRPORT,1993-04-02,Hawaii,1993
CHARLOTTE/DOUGLAS INTERNATIONAL AIRPORT,1993-04-02,North Carolina,1993
SAN ANTONIO INTERNATIONAL,1993-04-04,Texas,1993
SAN FRANCISCO INTERNATIONAL AIRPORT,1993-04-06,California,1993
NEW ORLEANS INTERNATIONAL,1993-04-06,Louisiana,1993
LOUISVILLE INTERNATIONAL AIRPORT,1993-04-07,Kentucky,1993
WASHINGTON DULLES INTERNATIONAL AIRPORT,1993-04-07,DC,1993
FORT LAUDERDALE/HOLLYWOOD INTERNATIONAL,1993-04-08,Florida,1993
BARKSDALE AIR FORCE BASE AIRPORT,1993-04-08,Louisiana,1993
NEW ORLEANS INTERNATIONAL,1993-04-08,Louisiana,1993
SAN ANTONIO INTERNATIONAL,1993-04-08,Texas,1993
LIHUE AIRPORT,1993-04-12,Hawaii,1993
SACRAMENTO INTERNATIONAL,1993-04-12,California,1993
CHICAGO O'HARE INTERNATIONAL AIRPORT,1993-04-13,Illinois,1993
INDIANAPOLIS INTERNATIONAL,1993-04-13,Indiana,1993
RONALD REAGAN WASHINGTON NATL,1993-04-13,DC,1993
NEWARK LIBERTY INTERNATIONAL AIRPORT,1993-04-14,New Jersey,1993
JOHN F KENNEDY INTERNATIONAL,1993-04-14,New York,1993
BARKSDALE AIR FORCE BASE AIRPORT,1993-04-14,Louisiana,1993
LOUISVILLE INTERNATIONAL AIRPORT,1993-04-14,Kentucky,1993
CHICAGO O'HARE INTERNATIONAL AIRPORT,1993-04-15,Illinois,1993
NEW ORLEANS INTERNATIONAL,1993-04-15,Louisiana,1993
PORTLAND INTERNATIONAL (OR),1993-04-15,Oregon,1993
DETROIT METRO WAYNE COUNTY AIRPORT,1993-04-16,Michigan,1993
NEW ORLEANS INTERNATIONAL,1993-04-16,Louisiana,1993
DALLAS/FORT WORTH INTERNATIONAL AIRPORT,1993-04-17,Texas,1993
CHICAGO O'HARE INTERNATIONAL AIRPORT,1993-04-17,Illinois,1993
LOGAN INTERNATIONAL,1993-04-18,Massachusetts,1993
